,File,Mask,TS_Data,date,extent,obs
104,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332.cf_cvg.tif,1,11/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
105,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332//SVDNB_npp_20131101-20131130_75N060W_vcmcfg_v10_c201605131332.cf_cvg.tif,0,11/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
106,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010.cf_cvg.tif,1,2/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
107,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010//SVDNB_npp_20160201-20160229_75N060W_vcmcfg_v10_c201603152010.cf_cvg.tif,0,2/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
108,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251.cf_cvg.tif,1,4/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
109,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251//SVDNB_npp_20130401-20130430_75N060W_vcmcfg_v10_c201605131251.cf_cvg.tif,0,4/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
110,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304.cf_cvg.tif,1,6/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
111,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304//SVDNB_npp_20130601-20130630_75N060W_vcmcfg_v10_c201605131304.cf_cvg.tif,0,6/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
112,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500.cf_cvg.tif,1,5/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
113,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500//SVDNB_npp_20170501-20170531_75N060W_vcmcfg_v10_c201706021500.cf_cvg.tif,0,5/1/17,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
114,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709.cf_cvg.tif,1,1/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
115,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709//SVDNB_npp_20150101-20150131_75N060W_vcmcfg_v10_c201505111709.cf_cvg.tif,0,1/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
116,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459.cf_cvg.tif,1,8/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
117,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459//SVDNB_npp_20140801-20140831_75N060W_vcmcfg_v10_c201508131459.cf_cvg.tif,0,8/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
118,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832.cf_cvg.tif,1,6/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
119,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832//SVDNB_npp_20160601-20160630_75N060W_vcmcfg_v10_c201608101832.cf_cvg.tif,0,6/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
120,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312.cf_cvg.tif,1,8/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
121,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312//SVDNB_npp_20130801-20130831_75N060W_vcmcfg_v10_c201605131312.cf_cvg.tif,0,8/1/13,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
122,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552.cf_cvg.tif,1,3/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
123,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552//SVDNB_npp_20140301-20140331_75N060W_vcmcfg_v10_c201506121552.cf_cvg.tif,0,3/1/14,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
124,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231.cf_cvg.tif,1,11/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
125,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231//SVDNB_npp_20161101-20161130_75N060W_vcmcfg_v10_c201612191231.cf_cvg.tif,0,11/1/16,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
126,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210.avg_rade9.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210.cf_cvg.tif,1,9/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",0
127,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210.cf_cvg.tif,/NPPVIIRS/Unzipped/75N60W//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210//SVDNB_npp_20150901-20150930_75N060W_vcmcfg_v10_c201511121210.cf_cvg.tif,0,9/1/15,"[-60.00208333335, 75.00208333335, 59.99791762665001, 0.0020827333499937595]",1
